name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at
Veracyte,Biotechnology|Health Care|Health Diagnostics," 70,950,000 ",ipo,USA,CA,SF Bay Area,South San Francisco,3,2008,2010-06-11,2013-06-28
Vera Whole Health,Medical Devices," 2,000,000 ",operating,USA,WA,Seattle,Seattle,1,2008,2015-06-30,2015-06-30
Verengo Solar,Clean Technology|Consumers|Residential Solar|Solar," 42,285,194 ",operating,USA,CA,Los Angeles,Torrance,4,2008,2011-01-13,2015-01-30
Versartis,Health Care," 144,499,999 ",ipo,USA,CA,SF Bay Area,Menlo Park,6,2008,2009-06-02,2014-02-19
VGTI Florida,Biotechnology," 3,600,000 ",operating,USA,FL,FL - Other,Port Saint Lucie,1,2008,2013-07-15,2013-07-15
ViaCLIX,Hardware + Software," 3,100,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1,2008,2010-06-22,2010-06-22
Victrio,Enterprise Software|Fraud Detection|Mobile|Security|Software," 5,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2008,2010-12-14,2010-12-14
Vidtel,Mobile," 4,570,840 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,2008,2011-05-20,2011-05-20
Viridity Energy,Clean Technology|Smart Grid," 29,500,000 ",operating,USA,PA,Philadelphia,Philadelphia,3,2008,2011-01-11,2015-03-18
Virtual Instruments Corporation,Enterprise Software," 76,510,586 ",operating,USA,CA,SF Bay Area,San Jose,6,2008,2009-08-07,2014-10-08
VisibleBrands,Advertising," 12,141,852 ",operating,USA,WA,Seattle,Redmond,5,2008,2011-02-09,2014-01-23
Visible Light Solar Technologies,Hardware + Software," 2,550,000 ",operating,USA,NM,Albuquerque,Albuquerque,1,2008,2009-10-30,2009-10-30
Vital Access,Health Care," 18,507,451 ",operating,USA,UT,Salt Lake City,Salt Lake City,4,2008,2010-11-12,2015-05-28
Vivorte,Manufacturing|Medical|Medical Devices," 2,875,000 ",operating,USA,KY,Louisville,Louisville,2,2008,2009-08-25,2012-01-01
Vizerra,Software," 16,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2008,2008-01-01,2011-07-07
VMTurbo,Enterprise Software," 60,000,000 ",operating,USA,MA,Boston,Boston,3,2008,2011-11-29,2015-01-20
Vnomics,Software," 3,097,222 ",operating,USA,NY,"Rochester, New York",Pittsford,2,2008,2013-04-12,2015-05-04
Voalte,Health Care|Hospitals|iPhone|Mobile," 54,700,000 ",operating,USA,FL,Sarasota - Bradenton,Sarasota,4,2008,2008-11-01,2015-09-02
VoAPPs,Mobile," 3,000,000 ",operating,USA,GA,Atlanta,Atlanta,2,2008,2013-06-14,2014-02-12
Voci Technologies,Enterprise Software," 5,420,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,5,2008,2009-06-16,2014-08-05
Vuclip,Advertising|Media|Mobile|Video," 48,100,000 ",operating,USA,CA,SF Bay Area,Milpitas,5,2008,2008-05-02,2012-11-15
Watermark Medical,Health Care," 45,290,236 ",operating,USA,FL,Palm Beaches,West Palm Beach,4,2008,2009-05-14,2015-04-10
Wealshire of Bloomington,Services|Training," 3,685,000 ",operating,USA,MN,Minneapolis,Bloomington,1,2008,2010-07-08,2010-07-08
Wellbeats,Hardware + Software," 4,120,000 ",operating,USA,MN,Minneapolis,Maple Grove,2,2008,2013-08-02,2015-08-05
Wepa,Software," 2,000,000 ",operating,USA,AL,Birmingham,Alabaster,1,2008,2010-12-09,2010-12-09
WePay,Credit Cards|Developer APIs|Payments|Software," 74,150,000 ",operating,USA,CA,SF Bay Area,Palo Alto,6,2008,2009-01-01,2015-05-20
Wi3,Hardware + Software," 1,090,000 ",operating,USA,NY,"Rochester, New York",Victor,1,2008,2011-09-26,2011-09-26
WideAngle Technologies,Software," 1,037,097 ",operating,USA,WA,Seattle,Seattle,1,2008,2013-05-24,2013-05-24
willagirl LLC,Beauty|Direct Sales|Lifestyle Products," 4,364,162 ",operating,USA,CT,Hartford,Greenwich,1,2008,2014-10-20,2014-10-20
WindPole Ventures,Analytics," 1,025,000 ",operating,USA,MA,MA - Other,Arlington Heights,1,2008,2010-01-01,2010-01-01
Windtronics,Hardware + Software," 4,000,000 ",operating,USA,MI,Grand Rapids,Muskegon,2,2008,2009-04-01,2010-01-12
"WinView, Inc.",Apps|Fantasy Sports|Games," 3,500,000 ",operating,USA,CA,SF Bay Area,Redwood City,3,2008,2013-07-13,2015-04-20
WiserTogether,Big Data Analytics|Employer Benefits Programs|Health and Wellness|Health Care|Human Resources|Medical," 19,453,775 ",operating,USA,DC,"Washington, D.C.",Washington,6,2008,2011-06-30,2014-09-24
WizeHive,Enterprise Software," 2,580,000 ",operating,USA,PA,Philadelphia,Conshohocken,3,2008,2009-01-01,2013-03-21
Wombat Security Technologies,Information Security|Software," 10,845,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,5,2008,2011-06-29,2015-10-21
"Workiva, Inc.",Software," 52,583,497 ",ipo,USA,IA,Des Moines,Ames,7,2008,2009-10-13,2014-10-17
Xanitos,Hospitality," 3,500,000 ",operating,USA,PA,Philadelphia,Newtown Square,3,2008,2010-10-02,2014-04-10
XebiaLabs,Developer Tools|Enterprise Software|Software," 21,500,000 ",operating,USA,MA,Boston,Boston,2,2008,2012-06-01,2014-06-09
Xenith Bank,Banking," 21,000,000 ",ipo,USA,VA,Richmond,Richmond,1,2008,2014-10-03,2014-10-03
XL Hybrids,Clean Technology," 21,900,000 ",operating,USA,MA,Boston,Boston,4,2008,2011-01-14,2015-08-28
Xlumena,Health Care," 46,922,681 ",operating,USA,CA,SF Bay Area,Mountain View,5,2008,2010-05-17,2013-12-03
Xolve,Nanotechnology," 4,635,515 ",operating,USA,WI,Madison,Middleton,4,2008,2010-12-28,2015-01-26
X Plus Two Solutions,Financial Services|Investment Management|Market Research," 10,000,000 ",operating,USA,NY,New York City,New York,1,2008,2010-12-28,2010-12-28
XTRM,Finance|FinTech," 1,130,000 ",operating,USA,CA,SF Bay Area,Redwood City,1,2008,2007-05-09,2007-05-09
yello,Career Management|CRM|QR Codes|Recruiting|SaaS|Social Recruiting|Software," 11,000,000 ",operating,USA,IL,Chicago,Chicago,2,2008,2014-11-21,2015-11-03
YooLotto,Games," 1,077,500 ",operating,USA,TX,Seminole,Seminole,3,2008,2012-06-06,2013-02-22
YourCause,Employer Benefits Programs|Internet|SaaS," 4,000,000 ",operating,USA,TX,Dallas,Carrollton,1,2008,2014-11-05,2014-11-05
YouRenew,Clean Technology|Consumer Electronics|Electronics|Hardware|iPod Touch|Mobile|Recycling|Video Games," 1,570,000 ",operating,USA,CT,Hartford,New Haven,3,2008,2009-03-01,2010-10-01
Yowza,Mobile," 1,500,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,2008,2012-01-30,2012-01-30
YUPPTV,Games|Television," 7,500,000 ",operating,USA,GA,Atlanta,Alpharetta,2,2008,2014-04-06,2015-09-21
Zapproved,Cloud Computing|Collaboration|Ediscovery|Productivity Software|SaaS|Software," 16,550,000 ",operating,USA,OR,"Portland, Oregon",Portland,3,2008,2009-03-03,2015-02-02
Zero Emission Energy Plants (ZEEP),Clean Technology," 2,803,788 ",operating,USA,TX,Austin,Austin,1,2008,2013-01-10,2013-01-10
Zettics,Software," 28,828,327 ",operating,USA,MA,Boston,Concord,6,2008,2009-06-30,2015-06-24
Zigmo,Curated Web," 5,000,000 ",operating,USA,VA,Richmond,Richmond,2,2008,2009-12-02,2011-05-09
Zoodles,Games," 2,600,000 ",operating,USA,CA,SF Bay Area,Mountain View,1,2008,2010-05-12,2010-05-12
ZO Skin Health,Pharmaceuticals," 6,310,710 ",operating,USA,CA,Anaheim,Irvine,1,2008,2015-02-19,2015-02-19
ZOZI,E-Commerce|Marketplaces|Online Rental|SaaS|Tourism|Travel & Tourism," 44,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2008,2008-08-01,2015-07-01
Zscaler,Cloud Computing|Cloud Security|Data Security|Email|Internet|Mobile|Security," 148,000,000 ",operating,USA,CA,SF Bay Area,San Jose,3,2008,2012-08-30,2015-09-22
Zumigo,Information Services|Location Based Services," 7,720,000 ",operating,USA,CA,SF Bay Area,San Jose,3,2008,2010-12-28,2014-08-22
Zuppler,E-Commerce|Restaurants," 1,440,000 ",operating,USA,PA,Philadelphia,Conshohocken,4,2008,2012-11-15,2014-12-17
Zya,Apps|Audio|Entertainment|Mobile Games|Music|Social Network Media," 36,530,301 ",operating,USA,CA,Los Angeles,Calabasas,7,2008,2010-02-24,2015-06-09
Zyga Technology,Health Care|Medical Devices," 75,750,000 ",operating,USA,MN,Minneapolis,Minnetonka,8,2008,2008-10-06,2015-11-20
Zyngenia,Biotechnology," 25,000,000 ",operating,USA,MD,"Washington, D.C.",Gaithersburg,1,2008,2010-09-09,2010-09-09
3D Robotics,Drones|Manufacturing," 99,000,000 ",operating,USA,CA,San Diego,San Diego,4,2009,2012-11-05,2015-04-23
3FLOZ,Automated Kiosk|Brand Marketing|Custom Retail|Retail|Travel," 1,387,500 ",operating,USA,NY,New York City,New York,2,2009,2013-08-16,2015-01-16
4-Tell,E-Commerce," 2,374,979 ",operating,USA,WA,WA - Other,Stevenson,6,2009,2011-07-01,2015-03-09
5th Planet Games,Games|Mobile|Mobile Games|Online Gaming," 3,000,000 ",operating,USA,CA,Sacramento,Roseville,1,2009,2014-07-16,2014-07-16
6connect,Web Hosting," 3,019,139 ",operating,USA,CA,SF Bay Area,San Francisco,2,2009,2011-08-23,2013-04-12
7AC Technologies,Clean Technology," 16,036,000 ",operating,USA,MA,Boston,Beverly,6,2009,2011-12-13,2015-06-26
Abe's Market,E-Commerce," 19,148,000 ",operating,USA,IL,Chicago,Chicago,5,2009,2010-06-29,2014-02-07
Ability Dynamics,Health Care," 1,500,000 ",operating,USA,AZ,Phoenix,Tempe,1,2009,2012-02-20,2012-02-20
Ablexis,Biotechnology," 12,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2009,2010-06-04,2010-06-04
Absio,Software," 7,504,241 ",operating,USA,CO,Denver,Littleton,4,2009,2010-05-06,2014-12-05
abusix,B2B|Internet Service Providers|Security|Software," 1,300,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2009,2013-11-01,2013-11-01
Acacia Communications,Web Hosting," 23,000,000 ",operating,USA,MA,Boston,Maynard,2,2009,2011-12-12,2013-05-15
AcadiaSoft,Finance," 34,000,000 ",operating,USA,MA,Boston,Pembroke,2,2009,2010-01-08,2015-07-14
Accelera,Mobile|Technology|Wireless," 3,033,472 ",operating,USA,CA,SF Bay Area,Santa Clara,2,2009,2012-02-01,2013-05-03
Actifio,Enterprise Software|Information Services|Information Technology," 207,500,000 ",operating,USA,MA,Boston,Waltham,6,2009,2009-09-25,2014-03-23
AcuityAds,Ad Targeting|Advertising," 3,000,000 ",operating,USA,NY,New York City,New York,1,2009,2013-07-18,2013-07-18
Acylin Therapeutics,Biotechnology," 6,400,000 ",operating,USA,WA,Seattle,Seattle,2,2009,2011-01-11,2012-06-04
Adaptive Biotechnologies,Bio-Pharm|Biotechnology|Health Care," 401,499,480 ",operating,USA,WA,Seattle,Seattle,5,2009,2013-09-13,2015-05-07
Adaptive Payments,E-Commerce," 7,875,598 ",operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2009,2011-01-24,2012-10-16
ADARA,Advertising," 67,115,160 ",operating,USA,CA,SF Bay Area,Mountain View,5,2009,2006-02-20,2015-09-14
Addepar,Finance|SaaS," 65,839,694 ",operating,USA,CA,SF Bay Area,Mountain View,3,2009,2011-06-15,2014-05-12
AddMyBest,E-Commerce," 1,170,000 ",operating,USA,NJ,Newark,Woodcliff Lake,1,2009,2009-01-01,2009-01-01
Adly,Social Media," 7,500,000 ",operating,USA,CA,Los Angeles,Beverly Hills,3,2009,2009-10-20,2013-05-23
Advanced Cooling Therapy,Medical Devices," 4,500,000 ",operating,USA,IL,Chicago,Chicago,2,2009,2014-08-21,2015-07-09
Advanced Green Innovations,Clean Technology," 1,250,000 ",operating,USA,AZ,Phoenix,Chandler,1,2009,2014-10-20,2014-10-20
Aerospike,Analytics|Auctions|Big Data|Databases|Real Time," 22,000,000 ",operating,USA,CA,SF Bay Area,Mountain View,3,2009,2011-03-30,2014-06-24
AetherPal,Mobile," 6,000,000 ",operating,USA,NJ,Newark,South Plainfield,1,2009,2013-11-04,2013-11-04
Affectiva,Analytics," 20,224,999 ",operating,USA,MA,Boston,Waltham,4,2009,2010-02-01,2012-08-07
Afferent Pharmaceuticals,Biotechnology," 89,200,000 ",operating,USA,CA,SF Bay Area,San Mateo,7,2009,2003-08-29,2015-07-08
Aframe,Cloud Data Services|Enterprise Software|SaaS|Video|Web Development," 9,850,000 ",operating,USA,MA,Boston,Burlington,3,2009,2009-10-01,2012-04-03
Agari,SaaS|Security," 22,700,000 ",operating,USA,CA,SF Bay Area,San Mateo,4,2009,2009-01-01,2014-09-23
AgSquared,Agriculture|Clean Technology|Enterprise Software|SaaS|Software," 1,200,000 ",operating,USA,DC,"Washington, D.C.",Washington,1,2009,2014-01-02,2014-01-02
AHAlife.com,E-Commerce," 22,999,079 ",operating,USA,NY,New York City,New York,5,2009,2011-07-27,2014-01-07
Akiban Technologies,Enterprise Software," 9,728,156 ",operating,USA,MA,Boston,Boston,2,2009,2009-07-20,2011-04-07
Alfalight,Analytics," 15,000,000 ",operating,USA,WI,Madison,Madison,2,2009,2002-12-10,2011-03-03
Algal Scientific,Animal Feed|Clean Technology|Nutraceutical|Water," 10,065,000 ",operating,USA,MI,Detroit,Plymouth,5,2009,2009-03-23,2015-03-31
Algisys,Biotechnology," 6,153,863 ",operating,USA,OH,Cleveland,Cleveland,1,2009,2013-08-14,2013-08-14
Alianza,Cloud Infrastructure|SaaS|Telecommunications|VoIP," 15,458,196 ",operating,USA,UT,Salt Lake City,Lindon,5,2009,2006-08-03,2015-07-27
Alkami Technology,Financial Services|FinTech|Software," 43,000,000 ",operating,USA,TX,Dallas,Plano,4,2009,2011-09-06,2014-10-30
AllDigital,Analytics|Android|Data Security|Digital Rights Management|iOS|Security|Video on Demand|Video Streaming," 3,475,204 ",ipo,USA,CA,Anaheim,Irvine,4,2009,2011-11-08,2014-12-12
Allen Learning Technologies,Software," 1,200,000 ",operating,USA,MN,Minneapolis,Saint Paul,1,2009,2009-04-27,2009-04-27
AllPlayers.com,Software," 2,449,500 ",operating,USA,TX,Dallas,Addison,1,2009,2011-02-22,2011-02-22
Allurion Technologies,Health Care," 4,469,794 ",operating,USA,MA,Boston,Wellesley,3,2009,2012-07-26,2014-07-31
Alphabet Energy,Clean Technology|Energy," 31,000,000 ",operating,USA,CA,SF Bay Area,Hayward,4,2009,2010-05-03,2013-03-11
Alt12 Apps,Mobile," 1,260,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2009,2012-04-17,2012-04-17
AltheaDx,Biotechnology|Health Diagnostics," 10,974,363 ",operating,USA,CA,San Diego,San Diego,3,2009,2009-08-13,2014-04-10
Altitude Digital,Advertising," 42,200,000 ",operating,USA,CO,Denver,Denver,4,2009,2010-12-01,2015-04-16
Alton Lane,E-Commerce|Retail," 8,220,000 ",operating,USA,VA,Richmond,Richmond,2,2009,2011-10-18,2015-11-23
AltraVax,Biotechnology," 2,000,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,2009,2009-11-30,2009-11-30
Alvos Therapeutic,Biotechnology," 2,000,000 ",operating,USA,MA,Boston,Waltham,1,2009,2010-08-12,2010-08-12
Amedica,Biotechnology|Health Care," 142,825,000 ",ipo,USA,UT,Salt Lake City,Salt Lake City,6,2009,2007-05-17,2014-07-02
AmideBio,Biotechnology," 1,829,284 ",operating,USA,CO,Denver,Aurora,5,2009,2010-02-04,2015-01-12
Aminex Therapeutics,Biotechnology," 6,002,697 ",operating,USA,WA,Seattle,Kenmore,3,2009,2014-07-11,2015-11-09
Ampere Life Sciences,Biotechnology," 1,367,143 ",operating,USA,CA,SF Bay Area,San Jose,1,2009,2009-11-13,2009-11-13
Ampush,Advertising|Advertising Platforms|Digital Media|Mobile Advertising," 15,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,2009,2015-10-20,2015-10-20
Apama Medical,Biotechnology," 21,800,000 ",operating,USA,CA,SF Bay Area,Campbell,3,2009,2010-01-11,2015-01-13
Apex Clean Energy,Clean Technology," 22,720,522 ",operating,USA,VA,"Washington, D.C.",Charlottesville,2,2009,2014-01-24,2014-11-20
Aplos Software,Accounting|Nonprofits|Software," 3,350,000 ",operating,USA,CA,Fresno,Fresno,3,2009,2009-04-01,2014-04-15
appAttach,App Discovery|Apps|Hardware|Marketplaces|Mobile Devices," 1,299,787 ",operating,USA,WA,Seattle,Kirkland,3,2009,2009-11-20,2015-03-30
"APPCityLife®, Inc.",Government Innovation|Mobile|Open Source|PaaS," 1,100,000 ",operating,USA,NM,Albuquerque,Albuquerque,1,2009,2015-08-06,2015-08-06
AppDirect,Apps|Enterprise Software|IaaS|PaaS|SaaS," 245,750,000 ",operating,USA,CA,SF Bay Area,San Francisco,6,2009,2011-04-28,2015-10-07
Apperian,Android|App Stores|Enterprises|iOS|iPad|iPhone|Mobile," 39,400,000 ",operating,USA,MA,Boston,Boston,6,2009,2009-07-31,2015-09-09
AppFirst,Analytics|Application Performance Monitoring|Enterprise Software|SaaS," 20,025,000 ",operating,USA,NY,New York City,New York,6,2009,2009-06-12,2015-02-10
Applaud,Software," 2,206,000 ",operating,USA,OH,Cincinnati,Cincinnati,4,2009,2010-01-01,2015-08-25
Applied Genetics Technologies Corporation,Biotechnology," 78,050,000 ",ipo,USA,FL,Gainesville,Alachua,5,2009,2003-11-01,2012-11-19
Appolicious,Apps|Mobile," 2,569,000 ",operating,USA,IL,Chicago,Chicago,2,2009,2009-12-01,2011-02-01
AppZero,Cloud Computing|Software|Video," 3,000,000 ",operating,USA,MA,Boston,Andover,1,2009,2014-03-05,2014-03-05
Architizer,Architecture|Databases|Design|Enterprise Software|Interior Design|Real Estate|Social Media," 3,508,711 ",operating,USA,NY,New York City,New York,3,2009,2014-01-21,2014-09-26
Argyle Data,Software," 20,995,129 ",operating,USA,CA,SF Bay Area,San Mateo,7,2009,2010-06-08,2014-10-23
Aristotle Circle,Education," 2,450,000 ",operating,USA,NY,New York City,New York,2,2009,2010-08-19,2011-04-19
ArmedZilla,Social Media," 1,347,000 ",operating,USA,AZ,Phoenix,Scottsdale,2,2009,2009-10-16,2011-12-30
Armor,Cyber Security|IaaS|IT and Cybersecurity|Security," 60,100,000 ",operating,USA,TX,Dallas,Richardson,6,2009,2011-03-11,2014-04-16
Artsy,Art|Curated Web|Design," 50,880,053 ",operating,USA,NY,New York City,New York,6,2009,2010-01-01,2015-03-26
Asana,Collaboration|Productivity Software|Software|Task Management," 38,200,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2009,2008-09-01,2012-07-23
Asantae,Health and Wellness," 1,946,775 ",operating,USA,AZ,Phoenix,Mesa,2,2009,2011-01-18,2011-09-20
Atavist,Publishing|Software," 5,425,020 ",operating,USA,NY,New York City,Brooklyn,3,2009,2012-05-28,2014-10-16
Atlas Obscura,Leisure|Travel & Tourism," 2,000,000 ",operating,USA,NY,New York City,Brooklyn,1,2009,2015-02-24,2015-02-24
Atossa Genetics,Biotechnology," 32,600,000 ",ipo,USA,WA,Seattle,Seattle,3,2009,2011-06-27,2015-05-28
Attracta,Content Delivery|Internet|SEO|Web Hosting," 1,900,000 ",operating,USA,CA,Napa Valley,Napa,1,2009,2009-08-15,2009-08-15
Audiotoniq,Hardware + Software," 1,450,000 ",operating,USA,TX,Austin,Austin,1,2009,2011-08-02,2011-08-02
AUM Cardiovascular,Biotechnology," 5,456,000 ",operating,USA,MN,MN - Other,Beaver Creek,2,2009,2011-07-07,2015-07-10
AuraSense Therapeutics,Biotechnology," 40,753,400 ",operating,USA,IL,Chicago,Evanston,6,2009,2009-12-01,2015-10-23
Aurora Pharmaceutical,Biotechnology," 7,457,000 ",operating,USA,MN,Minneapolis,Northfield,2,2009,2011-11-23,2015-05-27
Autism Home Support Services,Service Providers," 3,550,000 ",operating,USA,IL,Chicago,Northbrook,1,2009,2014-09-09,2014-09-09
Autobook Now,Automotive," 3,000,000 ",operating,USA,IN,Indianapolis,Indianapolis,1,2009,2013-04-22,2013-04-22
Axial,Marketplaces|SaaS|Software|Trusted Networks," 19,500,000 ",operating,USA,NY,New York City,New York,3,2009,2010-11-05,2014-08-12
Axial Exchange,Software," 9,412,407 ",operating,USA,NC,Raleigh,Raleigh,5,2009,2011-02-15,2014-04-16
Axilogix Education,Software," 47,628,901 ",operating,USA,NJ,Atlantic City,Egg Harbor Township,1,2009,2011-09-12,2011-09-12
Axtria,Analytics|Big Data|Big Data Analytics|Business Intelligence|Distribution|Risk Management|Sales and Marketing|Software," 44,741,834 ",operating,USA,NJ,Newark,Berkeley Heights,4,2009,2011-01-10,2015-07-07
BABADU,E-Commerce," 5,000,000 ",operating,USA,FL,Tampa,St. Petersburg,2,2009,2013-06-01,2014-09-12
Back to the Roots,DIY|Environmental Innovation," 2,000,000 ",operating,USA,CA,SF Bay Area,Oakland,1,2009,2015-06-10,2015-06-10
Bandpage,Content Delivery|E-Commerce|Music Services|Startups," 27,600,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2009,2010-07-01,2014-03-30
Base CRM,CRM|Software," 52,900,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,2009,2011-02-25,2015-09-29
Bavia Health,Health and Wellness," 1,028,265 ",operating,USA,MN,Minneapolis,Minneapolis,2,2009,2011-03-29,2012-07-23
Bell Biosystems,Biotechnology," 5,310,250 ",operating,USA,CA,SF Bay Area,San Francisco,2,2009,2012-09-30,2015-04-13
Beryllium,Biotechnology," 11,500,142 ",operating,USA,MA,Boston,Bedford,2,2009,2009-12-07,2014-02-25
Bespoke Innovations,Health Care," 2,100,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2009,2010-08-05,2010-12-07
Betabrand,E-Commerce|Fashion," 23,204,000 ",operating,USA,CA,SF Bay Area,San Francisco,5,2009,2009-12-15,2015-10-21
Better Bean,Consumer Goods|Recycling|Storage," 1,500,000 ",operating,USA,OR,"Portland, Oregon",Portland,2,2009,2014-01-31,2014-10-22
Better Finance,E-Commerce," 37,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,4,2009,2009-01-01,2013-01-17
Beyond Lucid Technologies,B2B|Health and Wellness|Health Care|Mobile Emergency&Health|Software," 1,159,500 ",operating,USA,CA,SF Bay Area,Walnut Creek,5,2009,2010-10-31,2013-09-11
Beyond Meat,Consumers|Health and Wellness|Health Care|Specialty Foods," 17,000,000 ",operating,USA,CA,Los Angeles,Manhattan Beach,2,2009,2014-07-29,2015-10-15
