name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Onspring Technologies,Enterprise 2.0|Enterprise Software|Software,"2,000,000",operating,USA,KS,Kansas City,Overland Park,1,2010,01/01/15,01/01/15,,,2010
ON TARGET LABORATORIES,Biotechnology,"15,000,000",operating,USA,IL,Carthage,Carthage,1,2010,11/03/14,11/03/14,,,2010
Opal Labs,Enterprise Software|Software,"10,100,000",operating,USA,OR,"Portland, Oregon",Portland,2,2010,26/02/14,03/10/14,,,2010
OpenFin,Finance|FinTech|Web Development,"10,012,879",operating,USA,NY,New York City,New York,5,2010,20/08/10,22/04/15,,,2010
OpenSignal,Maps|Mobile|Wireless,"5,300,000",operating,USA,CA,Los Angeles,Laguna Hills,2,2010,01/09/12,05/08/14,,,2010
Opentopic Inc,Advertising|Distribution|SaaS|Sales and Marketing|Social Media|Software,"1,825,000",operating,USA,NY,New York City,New York,3,2010,11/02/14,30/06/15,,,2010
OrderGroove,B2B|E-Commerce|Enterprise Software|Subscription Businesses|Subscription Service,"10,000,000",operating,USA,NY,New York City,New York,2,2010,06/11/12,01/01/13,,,2010
Ordoro,Delivery|E-Commerce|Shipping|Software,"4,750,000",operating,USA,TX,Austin,Austin,4,2010,18/08/10,23/09/15,,,2010
Organizer,Advertising|Mobile|Politics,"3,900,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,11/09/11,11/09/11,,,2010
Oris4,Big Data|Cloud Computing|Collaboration|Content|Enterprise Search|Search,"4,000,000",operating,USA,CA,SF Bay Area,Palo Alto,4,2010,01/01/10,22/04/14,,,2010
Otoharmonics Corporation,Health Care|Medical|Neuroscience,"3,200,000",operating,USA,OR,"Portland, Oregon",Portland,1,2010,10/06/14,10/06/14,,,2010
Outbox Systems,Consulting|Information Services|Information Technology|SaaS,"3,449,999",operating,USA,UT,Salt Lake City,Sandy,4,2010,08/05/14,15/06/15,,,2010
OvaGene Oncology,Biotechnology|Health Diagnostics|Medical,"2,121,849",operating,USA,CA,Anaheim,Irvine,3,2010,05/03/12,20/10/13,,,2010
Owl biomedical,Biotechnology,"3,000,000",operating,USA,CA,Santa Barbara,Santa Barbara,1,2010,23/01/12,23/01/12,,,2010
OwnLocal,Advertising|Digital Media|News|SaaS|Small and Medium Businesses|Software,"6,847,000",operating,USA,TX,Austin,Austin,5,2010,28/06/10,03/12/15,,,2010
OWNZONES Media Network,Curated Web|SaaS,"7,330,000",operating,USA,AZ,Phoenix,Phoenix,3,2010,21/03/11,16/04/14,,,2010
Oyokey,Internet|Mobile,"1,110,000",operating,USA,TX,Dallas,Irving,2,2010,01/03/13,01/09/14,,,2010
Pact Fitness,Apps|Exercise|Finance|FinTech|Fitness|Health and Wellness|Incentives|iPhone|Mobile,"2,440,000",operating,USA,CA,SF Bay Area,San Francisco,4,2010,25/07/11,17/12/13,,,2010
Pantheon,Content|Enterprise Software|Web CMS|Web Development,"32,800,000",operating,USA,CA,SF Bay Area,San Francisco,4,2010,01/09/10,15/05/14,,,2010
PARADIGM ENERGY GROUP,Energy|Energy Efficiency|Energy Management,"5,416,970",operating,USA,AZ,Phoenix,Scottsdale,2,2010,13/09/11,12/06/14,,,2010
Parakweet,Curated Web,"2,000,000",operating,USA,CA,SF Bay Area,Newark,1,2010,18/06/13,18/06/13,,,2010
Parametric Sound,Digital Signage|Hardware + Software,"60,700,000",ipo,USA,CA,San Diego,Poway,2,2010,20/09/10,01/04/14,,,2010
Passport,Enterprise Software|Mobile Payments|SaaS,"7,537,500",operating,USA,NC,Charlotte,Charlotte,4,2010,01/04/10,16/12/13,,,2010
Patent Safari,Legal,"2,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,01/02/10,01/02/10,,,2010
Pathmatics (formerly Adomic),Advertising,"1,700,000",operating,USA,CA,Los Angeles,Santa Monica,2,2010,10/01/13,04/06/14,,,2010
PATHSENSORS,Biotechnology|Environmental Innovation|Life Sciences|Manufacturing,"2,423,894",operating,USA,MD,Baltimore,Baltimore,4,2010,10/12/10,30/12/14,,,2010
Patient-Centered Outcomes Research Institute,Health Care,"191,000,000",operating,USA,DC,"Washington, D.C.",Washington,1,2010,22/12/13,22/12/13,,,2010
PayRight Health Solutions,Health Care Information Technology,"2,101,212",operating,USA,PA,Philadelphia,Landenberg,3,2010,14/11/10,24/09/15,,,2010
Peak Design,Design|E-Commerce,"4,800,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,21/09/15,21/09/15,,,2010
Peerform,Finance|FinTech|Personal Finance,"2,900,000",operating,USA,NY,New York City,New York,3,2010,01/01/11,08/04/14,,,2010
Pellet Technology USA,Manufacturing,"3,656,710",operating,USA,NE,Omaha,Gretna,1,2010,26/04/13,26/04/13,,,2010
Persimmon Technologies,Hardware + Software,"25,541,542",operating,USA,MA,Boston,Wakefield,5,2010,30/11/12,29/05/15,,,2010
Personal Genome Diagnostics (PGD),Biotechnology|Health Diagnostics,"24,300,000",operating,USA,MD,Baltimore,Baltimore,3,2010,01/10/10,28/10/15,,,2010
Personetics Technologies,Finance|FinTech,"18,000,000",operating,USA,NY,New York City,White Plains,2,2010,25/05/11,18/06/13,,,2010
Petflow,Pets,"15,000,000",operating,USA,NY,New York City,New York,2,2010,09/11/10,06/07/11,,,2010
PetHub,QR Codes|Software,"3,556,071",operating,USA,WA,Seattle,Issaquah,4,2010,13/06/12,21/08/14,,,2010
Pharmasimple,E-Commerce,"1,696,602",operating,USA,WI,Milwaukee,Belgium,1,2010,15/09/15,15/09/15,,,2010
Phenom People,Information Technology,"6,000,000",operating,USA,PA,Philadelphia,Horsham,1,2010,20/10/15,20/10/15,,,2010
Philadelphia School Partnership,Nonprofits,"5,000,000",operating,USA,PA,Philadelphia,Philadelphia,1,2010,18/09/13,18/09/13,,,2010
Philo,Curated Web|Television,"18,833,000",operating,USA,MA,Boston,Cambridge,3,2010,10/07/13,15/06/15,,,2010
Philo Media,Software,"1,050,000",operating,USA,NY,New York City,New York,1,2010,13/10/10,13/10/10,,,2010
Phloronol,Biotechnology,"8,260,000",operating,USA,CA,SF Bay Area,San Francisco,2,2010,27/11/10,17/07/11,,,2010
Piano,Media|SaaS|Software,"3,015,647",operating,USA,NY,New York City,New York,4,2010,17/04/12,09/09/14,,,2010
Pick1,Big Data|Market Research|Social Media Marketing,"1,040,000",operating,USA,CA,SF Bay Area,San Francisco,3,2010,08/03/12,01/06/13,,,2010
PicoBrew,Consumer Goods,"3,300,000",operating,USA,WA,Seattle,Seattle,2,2010,23/07/15,11/11/15,,,2010
Pikimal,Reviews and Recommendations|Search,"1,500,000",operating,USA,PA,Pittsburgh,Pittsburgh,1,2010,01/06/10,01/06/10,,,2010
Pingup,Curated Web|Mobile|Real Time|Social Media,"4,000,000",operating,USA,MA,Boston,Boston,1,2010,20/11/12,20/11/12,,,2010
Pinnacle Transplant Technologies,Medical Devices,"2,450,000",operating,USA,AZ,Phoenix,Phoenix,1,2010,10/04/15,10/04/15,,,2010
Pixspan,Algorithms|Internet|Media,"2,894,276",operating,USA,MD,"Washington, D.C.",Chevy Chase,2,2010,01/03/11,13/06/14,,,2010
PlaceIQ,Advertising|Big Data|Information Technology|Mobile,"26,950,000",operating,USA,NY,New York City,New York,4,2010,05/04/11,10/02/14,,,2010
Plain Vanilla,Android|Game|Games|iPhone|Mobile,"32,567,827",operating,USA,CA,SF Bay Area,San Francisco,5,2010,01/07/12,16/06/15,,,2010
Planetary Resources,Mining Technologies|Natural Resources,"13,733,209",operating,USA,WA,Seattle,Seattle,3,2010,18/04/12,21/10/15,,,2010
Planet Labs,Aerospace|Geospatial,"183,100,000",operating,USA,CA,SF Bay Area,San Francisco,5,2010,25/06/13,14/04/15,,,2010
Playchemy,Games,"1,080,303",operating,USA,CA,SF Bay Area,Burlingame,1,2010,26/10/11,26/10/11,,,2010
Playground Sessions,Music,"1,641,409",operating,USA,NY,New York City,New York,3,2010,04/10/12,11/02/14,,,2010
Playrific,Games,"4,700,000",operating,USA,MA,Boston,Billerica,3,2010,31/12/11,15/02/15,,,2010
Plexxi,Web Hosting,"83,400,000",operating,USA,NH,"Manchester, New Hampshire",Nashua,4,2010,15/02/11,14/09/15,,,2010
Pluribus Networks,Big Data|Cloud Computing|Data Center Infrastructure|Networking|Web Hosting,"97,000,000",operating,USA,CA,SF Bay Area,Palo Alto,5,2010,01/05/10,21/01/15,,,2010
Pneuron,Enterprise Software,"13,000,000",operating,USA,NH,"Manchester, New Hampshire",Nashua,3,2010,04/11/11,01/07/15,,,2010
PodPonics,Hospitality,"10,517,930",operating,USA,GA,Atlanta,Atlanta,5,2010,27/07/11,07/05/15,,,2010
Pollen,Software,"66,999,974",operating,USA,KS,KS - Other,Shawnee Mission,2,2010,14/08/14,26/06/15,,,2010
Pose.com,Fashion|Location Based Services|Mobile|Shopping|Social Media,"4,600,000",operating,USA,CA,Los Angeles,Santa Monica,2,2010,11/01/11,21/10/11,,,2010
Post.Bid.Ship,E-Commerce,"2,500,000",operating,USA,AZ,Tucson,Tucson,1,2010,15/10/13,15/10/13,,,2010
PowerInbox,Apps|Email|Messaging,"11,900,000",operating,USA,NY,New York City,New York,3,2010,16/08/11,28/11/12,,,2010
Powin Energy Corporation,Energy,"25,000,000",operating,USA,OR,"Portland, Oregon",Tualatin,1,2010,08/08/14,08/08/14,,,2010
Premier Hotels & Resorts,Hotels|Real Estate,"2,200,000",operating,USA,FL,Ft. Lauderdale,Pompano Beach,1,2010,23/06/15,23/06/15,,,2010
PrePlay,Apps|Augmented Reality|Fantasy Sports|Games|Mobile|Sports,"8,300,000",operating,USA,NY,New York City,New York,3,2010,14/01/11,12/04/13,,,2010
Pressable,Blogging Platforms|Web Hosting,"1,500,000",operating,USA,TX,San Antonio,San Antonio,2,2010,01/11/12,16/04/15,,,2010
Prima Temp,Health Care,"4,350,000",operating,USA,CO,Denver,Boulder,2,2010,01/06/14,01/10/15,,,2010
Privcap,News,"1,300,000",operating,USA,NY,New York City,New York,2,2010,19/07/12,29/09/14,,,2010
Proa Medical,Biotechnology,"3,112,100",operating,USA,CA,Los Angeles,Redondo Beach,8,2010,19/08/10,24/09/15,,,2010
PROFICIO,Software,"1,100,000",operating,USA,CA,Anaheim,Irvine,1,2010,02/07/13,02/07/13,,,2010
Profility,Biotechnology,"1,687,820",operating,USA,MA,Boston,Boston,1,2010,08/05/15,08/05/15,,,2010
Profitably,Curated Web,"1,488,888",operating,USA,NY,New York City,New York,3,2010,02/08/10,21/12/12,,,2010
ProfitBricks,Enterprise Software,"19,500,000",operating,USA,MA,Boston,Cambridge,1,2010,20/03/13,20/03/13,,,2010
Prognosis Health Information Systems,Hospitality,"7,658,887",operating,USA,TX,Houston,Houston,3,2010,15/11/10,04/01/12,,,2010
Promoboxx,Advertising|Brand Marketing|Finance|Lead Generation|Sales and Marketing,"2,793,000",operating,USA,MA,Boston,Boston,6,2010,01/03/11,04/12/12,,,2010
"Pronutria Biosciences, Inc.",Biotechnology,"49,800,000",operating,USA,MA,Boston,Cambridge,3,2010,22/10/13,28/05/15,,,2010
Prositions,Human Resources,"3,254,339",operating,USA,IA,Des Moines,Urbandale,2,2010,15/10/14,05/11/14,,,2010
ProviderTrust,Software,"1,796,636",operating,USA,TN,Nashville,Nashville,2,2010,02/07/10,02/04/12,,,2010
PubNub,Apps|Cloud Computing|Developer APIs|Mobile|Real Time|Software|Web Development,"60,100,000",operating,USA,CA,SF Bay Area,San Francisco,4,2010,21/03/12,21/09/15,,,2010
Punchh,Big Data|Cloud Computing|CRM|Incentives|Internet Marketing|Local|Loyalty Programs|Mobile|SaaS|Sales and Marketing|Social Media,"4,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,2,2010,17/04/12,15/08/13,,,2010
PureWow,Digital Media|Fashion|Lifestyle|Women,"2,500,000",operating,USA,NY,New York City,New York,1,2010,05/05/15,05/05/15,,,2010
PuzzleSocial Inc.,Mobile Games,"4,700,000",operating,USA,NY,New York City,New York,3,2010,02/04/13,22/12/14,,,2010
Qello,Android|Games|iPhone|Mobile|Mobile Video|Music,"1,430,000",operating,USA,NY,New York City,New York,1,2010,27/08/13,27/08/13,,,2010
QMedic,Health Care Information Technology|Internet of Things|Machine Learning|Senior Health,"4,100,000",operating,USA,MA,Boston,Boston,2,2010,02/10/13,22/05/15,,,2010
Qnovo,Enterprise Software,"8,600,000",operating,USA,CA,SF Bay Area,Newark,2,2010,06/04/11,02/08/15,,,2010
QSI Holding Company,Digital Media|Hospitality,"17,750,000",operating,USA,MA,Boston,Boston,1,2010,10/12/10,10/12/10,,,2010
QuanDx,Biotechnology,"1,250,000",operating,USA,CA,SF Bay Area,Menlo Park,2,2010,01/03/13,14/01/14,,,2010
Quantescent,,"2,400,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,06/11/15,06/11/15,,,2010
Quantum OPS,Biotechnology,"1,050,000",operating,USA,IN,Fort Wayne,Fort Wayne,1,2010,28/06/12,28/06/12,,,2010
QuickPay,Apps|Mobile|Payments,"9,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2010,16/02/12,15/12/13,,,2010
Quid,Big Data Analytics|SaaS|Software,"66,500,000",operating,USA,CA,SF Bay Area,San Francisco,3,2010,25/07/11,19/03/15,,,2010
Qwilt,Software,"67,100,000",operating,USA,CA,SF Bay Area,Redwood City,4,2010,13/09/10,24/06/15,,,2010
QWiPS,Audio|Facebook Applications|Social Media|Social Network Media|Twitter Applications,"1,250,000",operating,USA,NY,New York City,New York,1,2010,11/10/11,11/10/11,,,2010
Qwiqq,Location Based Services|Mobile|Mobile Commerce|Social Media,"2,454,859",operating,USA,TX,Dallas,Dallas,6,2010,08/03/11,06/02/14,,,2010
RadLogics,Analytics|Big Data|Health and Wellness|Health Care Information Technology|Image Recognition|SaaS,"2,850,000",operating,USA,CA,SF Bay Area,Milpitas,2,2010,01/01/11,15/08/14,,,2010
Raise Marketplace,Curated Web|E-Commerce|Gift Card,"87,200,000",operating,USA,IL,Chicago,Chicago,5,2010,01/11/11,22/01/15,,,2010
Rallyhood,Social Media,"3,500,000",operating,USA,IN,IN - Other,Austin,3,2010,06/11/11,08/07/13,,,2010
"Rant, Inc.",E-Commerce|Lifestyle|Mobile|News|Publishing|Sports|Technology,"7,343,000",operating,USA,CA,Anaheim,Irvine,4,2010,24/06/11,20/06/14,,,2010
Rapidscan Pharma Solutions,Health Care|Medical|Pharmaceuticals,"2,350,000",operating,USA,CA,SF Bay Area,Palo Alto,1,2010,07/09/10,07/09/10,,,2010
Reaction,Architecture|Design|Green,"12,934,371",operating,USA,TX,Austin,Austin,8,2010,13/07/13,04/03/15,,,2010
ReactX,Advertising,"2,250,000",operating,USA,CA,Los Angeles,Los Angeles,2,2010,01/01/14,01/09/14,,,2010
ReadyPulse,Software,"8,000,000",operating,USA,CA,SF Bay Area,San Carlos,4,2010,17/04/12,31/03/15,,,2010
Recargo,Apps|Automotive|Mobile|Transportation,"2,000,000",operating,USA,CA,Los Angeles,Venice,1,2010,23/04/13,23/04/13,,,2010
RedCap,Collaborative Consumption|Crowdsourcing|Location Based Services|Mobile|Transportation,"2,525,000",operating,USA,CA,SF Bay Area,San Francisco,2,2010,01/01/10,01/04/13,,,2010
RedCritter,Enterprise Software|Gamification,"1,250,001",operating,USA,TX,Dallas,Flower Mound,2,2010,18/04/12,11/06/13,,,2010
Red Foundry,Analytics|Apps|iOS|iPad|iPhone|Mobile,"1,100,000",operating,USA,IL,Chicago,Chicago,1,2010,03/11/10,03/11/10,,,2010
Red Tricycle,Consumer Internet|Content|Curated Web|Local|Marketplaces|Media|Mobile|Mobile Commerce,"2,300,000",operating,USA,CA,SF Bay Area,Sausalito,2,2010,09/12/12,27/02/15,,,2010
Regenerative Medical Solutions,Biotechnology,"1,445,000",operating,USA,IL,Chicago,Chicago,2,2010,20/06/13,10/02/14,,,2010
Relationship Science,B2B|Business Development|Business Services|Charity|Finance|FinTech|Hospitality|Networking|Nonprofits|Sales and Marketing|Venture Capital,"121,000,000",operating,USA,NY,New York City,New York,3,2010,01/01/10,16/04/15,,,2010
Relay Network,Customer Service|Messaging|Mobile|SMS|Startups,"6,000,000",operating,USA,PA,Philadelphia,Radnor,2,2010,27/04/11,01/03/13,,,2010
Repsly Inc.,Enterprise Software,"2,195,029",operating,USA,MA,Boston,Boston,3,2010,01/06/10,29/05/15,,,2010
Resilinc,Logistics|Risk Management|SaaS|Supply Chain Management,"8,000,000",operating,USA,CA,SF Bay Area,Milpitas,1,2010,02/02/14,02/02/14,,,2010
Resolve Therapeutics,Biotechnology,"8,883,334",operating,USA,WA,Seattle,Kirkland,3,2010,17/05/11,01/11/12,,,2010
Resort Gems,Consumers|Hotels|Travel,"1,100,000",operating,USA,OH,"Columbus, Ohio",Powell,2,2010,01/09/10,01/12/10,,,2010
Respect Network,Software,"3,375,020",operating,USA,CA,SF Bay Area,San Francisco,1,2010,13/05/14,13/05/14,,,2010
Respiratory Motion,Health Care,"6,581,289",operating,USA,MA,Boston,Waltham,10,2010,01/08/11,01/03/15,,,2010
Rethink Books,Content|Publishing|Software|Textbooks|Writers,"9,000,000",operating,USA,TX,Dallas,Plano,4,2010,21/04/10,25/04/13,,,2010
Rev,Translation,"4,500,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,26/03/13,26/03/13,,,2010
Revel Systems,Analytics|Mobile|Mobile Payments|Point of Sale,"128,500,000",operating,USA,CA,SF Bay Area,San Francisco,6,2010,24/05/11,18/08/15,,,2010
REVENUE.com,Advertising,"1,759,797",operating,USA,CA,Los Angeles,Santa Monica,2,2010,07/03/12,08/05/12,,,2010
ReVision Therapeutics,Biotechnology,"3,370,231",operating,USA,CA,San Diego,San Diego,2,2010,23/04/10,05/12/11,,,2010
Revolucionadolabs,Apps|Software,"94,000,100",operating,USA,CA,SF Bay Area,Palo Alto,3,2010,01/08/12,05/02/13,,,2010
RewardMe,Advertising|Incentives|Loyalty Programs|Mobile|Tablets,"1,100,000",operating,USA,CA,SF Bay Area,Mountain View,1,2010,01/05/11,01/05/11,,,2010
Rexter,Contact Management|CRM|Enterprise Software|Internet|Mobile|Networking,"1,400,000",operating,USA,CA,Los Angeles,Altadena,3,2010,01/01/11,01/03/15,,,2010
Rgenix,Biotechnology,"8,000,000",operating,USA,NY,New York City,New York,1,2010,18/08/15,18/08/15,,,2010
Ringz.TV,Consumer Electronics|Enterprise Software|Guides|Video|Video Streaming,"1,040,000",operating,USA,CA,SF Bay Area,San Francisco,2,2010,01/12/10,27/12/11,,,2010
RivalHealth,Health and Wellness,"3,130,000",operating,USA,NC,Raleigh,Raleigh,2,2010,11/11/09,16/08/13,,,2010
Rockbot,Advertising|Mobile|Music|SaaS|Small and Medium Businesses,"2,400,000",operating,USA,CA,SF Bay Area,Oakland,3,2010,01/05/11,27/08/14,,,2010
Rock Health,Apps|Health and Wellness|Health Care|Mobile|Startups|Venture Capital,"5,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2010,04/01/11,01/06/12,,,2010
rollApp,SaaS|Software,"1,350,000",operating,USA,CA,SF Bay Area,Palo Alto,2,2010,01/08/11,01/07/13,,,2010
ROLR,Entertainment|Messaging|Social Media,"4,500,000",operating,USA,CA,Los Angeles,Santa Monica,2,2010,19/11/10,10/01/14,,,2010
Room 77,Hospitality|Hotels|Travel,"43,800,000",operating,USA,CA,SF Bay Area,Mountain View,3,2010,01/01/10,03/01/13,,,2010
Rowl,Mobile|Social Network Media,"12,853,500",operating,USA,CA,Los Angeles,Beverly Hills,8,2010,12/01/12,18/11/14,,,2010
RQx Pharmaceuticals,Biotechnology,"7,000,000",operating,USA,CA,San Diego,La Jolla,1,2010,01/02/11,01/02/11,,,2010
Ruckus Media Group,EdTech|Education|Games|Mobile|Textbooks,"3,500,000",operating,USA,CT,Hartford,Wilton,1,2010,03/03/11,03/03/11,,,2010
RUN,Advertising|Auctions,"1,500,000",operating,USA,NY,New York City,New York,1,2010,01/08/13,01/08/13,,,2010
Safe Communications,Mobile,"4,440,900",operating,USA,AZ,Phoenix,Scottsdale,6,2010,22/07/10,11/09/12,,,2010
Sanguine,Biotechnology|Clinical Trials|Health Care|Life Sciences,"6,000,000",operating,USA,CA,Los Angeles,Sherman Oaks,3,2010,23/02/13,01/06/15,,,2010
Sanovas,Biotechnology|Health and Wellness|Health Care,"9,165,521",operating,USA,CA,SF Bay Area,Sausalito,4,2010,23/07/10,05/10/15,,,2010
SavingStar,Advertising,"32,400,000",operating,USA,MA,Boston,Waltham,5,2010,19/08/10,13/05/15,,,2010
Savoteur (formerly Daily Secret),Content|Curated Web|Email Newsletters|Local,"6,550,000",operating,USA,NY,New York City,New York,4,2010,27/02/12,28/05/15,,,2010
SavvyCard,Software,"2,000,000",operating,USA,FL,Tampa,St. Petersburg,3,2010,02/09/11,01/07/14,,,2010
SBR Health,Health and Wellness,"1,670,000",operating,USA,MA,Boston,Cambridge,1,2010,20/05/11,20/05/11,,,2010
ScaleBase,Analytics,"10,500,000",operating,USA,MA,Boston,Newton,1,2010,17/10/12,17/10/12,,,2010
ScaleXtreme BOUGHT BY CITRIX,Enterprise Software,"13,000,000",operating,USA,CA,SF Bay Area,San Mateo,2,2010,27/08/10,21/06/11,,,2010
schoox,Curated Web|Education|Knowledge Management,"3,940,000",operating,USA,TX,Austin,Austin,2,2010,12/05/14,20/04/15,,,2010
Scoop.it,Content Discovery|Curated Web|Internet Marketing|Social Media,"11,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,2010,04/06/09,30/07/13,,,2010
Scoutmob,Coupons|E-Commerce|Local Coupons,"7,755,000",operating,USA,GA,Atlanta,Atlanta,4,2010,12/04/11,10/04/14,,,2010
"SEAL Innovation, Inc.",Hardware + Software,"2,000,000",operating,USA,NC,Raleigh,Raleigh,1,2010,30/06/14,30/06/14,,,2010
Seal Software,Software,"4,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,2010,24/06/14,24/06/14,,,2010
Seaweed Bath Co.,Health and Wellness,"2,144,487",operating,USA,TX,Austin,Austin,1,2010,08/12/14,08/12/14,,,2010
Sebacia,Curated Web,"55,593,417",operating,USA,GA,Atlanta,Duluth,7,2010,11/06/10,25/06/15,,,2010
Sensity Systems,Energy Efficiency|Networking|Systems,"84,000,000",operating,USA,CA,SF Bay Area,Sunnyvale,4,2010,01/04/13,14/09/15,,,2010
Sensoria Inc.,Consumers|Fitness|Hardware + Software|Health and Wellness|Sensors|Wearables,"5,560,000",operating,USA,WA,Seattle,Redmond,3,2010,01/07/13,17/07/14,,,2010
Senzari,Mobile,"13,000,000",operating,USA,FL,Miami,Miami,3,2010,02/12/11,01/06/14,,,2010
Sequent,Software,"12,000,000",operating,USA,CA,SF Bay Area,Mountain View,3,2010,0015-06-15,08/07/13,,,2010
Seres Health,Biotechnology,"113,000,000",ipo,USA,MA,Boston,Cambridge,4,2010,27/11/12,06/01/15,,,2010
